ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,YEARS_EMPLOYED,ASSET_SCORE,DIGITAL_SCORE,EXP_BRACKET,AGE_BIN,INC_BIN
5022020,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
5022021,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
5022022,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
5022023,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
5022024,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
5022025,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
5022026,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
5022027,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
6423615,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
6423616,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
6423617,M,1,1,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1,27,4.4,2,0,2-5yr,"[23, 28)",100-150K
5022029,M,1,1,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14868,-3013,1,1,0,1,Security staff,3,40,8.2,2,2,5-10yr,"[38, 43)",300-400K
5022030,M,1,1,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14868,-3013,1,1,0,1,Security staff,3,40,8.2,2,2,5-10yr,"[38, 43)",300-400K
5022031,M,1,1,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14868,-3013,1,1,0,1,Security staff,3,40,8.2,2,2,5-10yr,"[38, 43)",300-400K
6423618,M,1,1,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14868,-3013,1,1,0,1,Security staff,3,40,8.2,2,2,5-10yr,"[38, 43)",300-400K
5022033,M,0,1,0,143100,Pensioner,Secondary / secondary special,Married,House / apartment,-22776,365243,1,0,1,0,,2,62,0.0,1,0,Unemployed,"[58, 63)",100-150K
5022034,M,0,1,0,143100,Pensioner,Secondary / secondary special,Married,House / apartment,-22776,365243,1,0,1,0,,2,62,0.0,1,0,Unemployed,"[58, 63)",100-150K
5022038,M,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,-10049,-1405,1,0,0,1,Sales staff,2,27,3.8,1,1,2-5yr,"[23, 28)",150-200K
5022039,M,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,-10049,-1405,1,0,0,1,Sales staff,2,27,3.8,1,1,2-5yr,"[23, 28)",150-200K
5022040,M,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,-10049,-1405,1,0,0,1,Sales staff,2,27,3.8,1,1,2-5yr,"[23, 28)",150-200K
5022041,M,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,-10049,-1405,1,0,0,1,Sales staff,2,27,3.8,1,1,2-5yr,"[23, 28)",150-200K
5022042,M,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,-10049,-1405,1,0,0,1,Sales staff,2,27,3.8,1,1,2-5yr,"[23, 28)",150-200K
5090394,F,1,0,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11714,-1740,1,0,0,1,Core staff,2,32,4.8,1,1,2-5yr,"[28, 33)",200-250K
5113069,F,1,0,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11714,-1740,1,0,0,1,Core staff,2,32,4.8,1,1,2-5yr,"[28, 33)",200-250K
5113070,F,1,0,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11714,-1740,1,0,0,1,Core staff,2,32,4.8,1,1,2-5yr,"[28, 33)",200-250K
5022046,M,1,1,0,135000,Working,Secondary / secondary special,Married,Office apartment,-14917,-8157,1,1,1,0,Drivers,2,40,22.3,2,1,20+yr,"[38, 43)",100-150K
5022047,M,1,1,0,135000,Working,Secondary / secondary special,Married,Office apartment,-14917,-8157,1,1,1,0,Drivers,2,40,22.3,2,1,20+yr,"[38, 43)",100-150K
6423658,M,1,1,0,135000,Working,Secondary / secondary special,Married,Office apartment,-14917,-8157,1,1,1,0,Drivers,2,40,22.3,2,1,20+yr,"[38, 43)",100-150K
5022048,M,0,1,0,202500,Working,Higher education,Single / not married,House / apartment,-12811,-4327,1,0,0,0,,1,35,11.8,1,0,10-20yr,"[33, 38)",200-250K
5022049,M,0,1,0,202500,Working,Higher education,Single / not married,House / apartment,-12811,-4327,1,0,0,0,,1,35,11.8,1,0,10-20yr,"[33, 38)",200-250K
5022051,M,0,1,0,202500,Working,Higher education,Single / not married,House / apartment,-12811,-4327,1,0,0,0,,1,35,11.8,1,0,10-20yr,"[33, 38)",200-250K
5022052,M,0,1,0,202500,Working,Higher education,Single / not married,House / apartment,-12811,-4327,1,0,0,0,,1,35,11.8,1,0,10-20yr,"[33, 38)",200-250K
5022054,M,0,1,0,202500,Working,Higher education,Single / not married,House / apartment,-12811,-4327,1,0,0,0,,1,35,11.8,1,0,10-20yr,"[33, 38)",200-250K
5022056,F,0,1,0,58500,Working,Secondary / secondary special,Married,House / apartment,-14731,-4931,1,0,0,1,Laborers,2,40,13.5,1,1,10-20yr,"[38, 43)",50-100K
5022057,F,0,1,0,58500,Working,Secondary / secondary special,Married,House / apartment,-14731,-4931,1,0,0,1,Laborers,2,40,13.5,1,1,10-20yr,"[38, 43)",50-100K
5022058,F,0,1,0,58500,Working,Secondary / secondary special,Married,House / apartment,-14731,-4931,1,0,0,1,Laborers,2,40,13.5,1,1,10-20yr,"[38, 43)",50-100K
5022059,F,0,1,0,58500,Working,Secondary / secondary special,Married,House / apartment,-14731,-4931,1,0,0,1,Laborers,2,40,13.5,1,1,10-20yr,"[38, 43)",50-100K
5022060,F,0,1,0,58500,Working,Secondary / secondary special,Married,House / apartment,-14731,-4931,1,0,0,1,Laborers,2,40,13.5,1,1,10-20yr,"[38, 43)",50-100K
6423699,F,0,1,0,58500,Working,Secondary / secondary special,Married,House / apartment,-14731,-4931,1,0,0,1,Laborers,2,40,13.5,1,1,10-20yr,"[38, 43)",50-100K
6423700,F,0,1,0,58500,Working,Secondary / secondary special,Married,House / apartment,-14731,-4931,1,0,0,1,Laborers,2,40,13.5,1,1,10-20yr,"[38, 43)",50-100K
5022062,F,0,1,0,180000,Pensioner,Higher education,Married,House / apartment,-20135,365243,1,0,1,0,,2,55,0.0,1,0,Unemployed,"[53, 58)",150-200K
5022063,F,0,1,0,180000,Pensioner,Higher education,Married,House / apartment,-20135,365243,1,0,1,0,,2,55,0.0,1,0,Unemployed,"[53, 58)",150-200K
5022064,F,0,1,0,180000,Pensioner,Higher education,Married,House / apartment,-20135,365243,1,0,1,0,,2,55,0.0,1,0,Unemployed,"[53, 58)",150-200K
5022065,F,0,1,0,180000,Pensioner,Higher education,Married,House / apartment,-20135,365243,1,0,1,0,,2,55,0.0,1,0,Unemployed,"[53, 58)",150-200K
5022066,F,0,1,0,216000,Working,Higher education,Married,With parents,-11445,-3657,1,0,1,0,Core staff,2,31,10.0,1,0,5-10yr,"[28, 33)",200-250K
5022068,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19452,-1218,1,1,0,0,Sales staff,2,53,3.3,1,1,2-5yr,"[53, 58)",50-100K
5022071,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19452,-1218,1,1,0,0,Sales staff,2,53,3.3,1,1,2-5yr,"[53, 58)",50-100K
5022072,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19452,-1218,1,1,0,0,Sales staff,2,53,3.3,1,1,2-5yr,"[53, 58)",50-100K
5022073,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19452,-1218,1,1,0,0,Sales staff,2,53,3.3,1,1,2-5yr,"[53, 58)",50-100K
5022074,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19452,-1218,1,1,0,0,Sales staff,2,53,3.3,1,1,2-5yr,"[53, 58)",50-100K
5022075,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19452,-1218,1,1,0,0,Sales staff,2,53,3.3,1,1,2-5yr,"[53, 58)",50-100K
5022076,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19452,-1218,1,1,0,0,Sales staff,2,53,3.3,1,1,2-5yr,"[53, 58)",50-100K
5022077,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2,52,4.2,1,1,2-5yr,"[48, 53)",50-100K
5022078,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2,52,4.2,1,1,2-5yr,"[48, 53)",50-100K
5022079,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2,52,4.2,1,1,2-5yr,"[48, 53)",50-100K
5022080,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2,52,4.2,1,1,2-5yr,"[48, 53)",50-100K
5022081,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2,52,4.2,1,1,2-5yr,"[48, 53)",50-100K
5022082,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2,52,4.2,1,1,2-5yr,"[48, 53)",50-100K
5022083,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2,52,4.2,1,1,2-5yr,"[48, 53)",50-100K
5022084,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2,52,4.2,1,1,2-5yr,"[48, 53)",50-100K
5022085,F,0,1,0,90000,Working,Secondary / secondary special,Married,House / apartment,-19205,-1552,1,1,1,0,,2,52,4.2,1,1,2-5yr,"[48, 53)",50-100K
5022086,F,1,1,0,202500,Commercial associate,Incomplete higher,Married,House / apartment,-15812,-4231,1,1,1,1,Accountants,2,43,11.6,2,2,10-20yr,"[43, 48)",200-250K
5022087,F,1,1,0,202500,Commercial associate,Incomplete higher,Married,House / apartment,-15812,-4231,1,1,1,1,Accountants,2,43,11.6,2,2,10-20yr,"[43, 48)",200-250K
5022089,F,1,1,0,202500,Commercial associate,Incomplete higher,Married,House / apartment,-15812,-4231,1,1,1,1,Accountants,2,43,11.6,2,2,10-20yr,"[43, 48)",200-250K
5022090,F,1,1,0,202500,Commercial associate,Incomplete higher,Married,House / apartment,-15812,-4231,1,1,1,1,Accountants,2,43,11.6,2,2,10-20yr,"[43, 48)",200-250K
5022092,F,1,1,0,202500,Commercial associate,Incomplete higher,Married,House / apartment,-15812,-4231,1,1,1,1,Accountants,2,43,11.6,2,2,10-20yr,"[43, 48)",200-250K
5022093,F,0,1,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,,1,60,0.0,1,0,Unemployed,"[58, 63)",50-100K
5022094,F,0,1,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,,1,60,0.0,1,0,Unemployed,"[58, 63)",50-100K
5022095,F,0,1,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,,1,60,0.0,1,0,Unemployed,"[58, 63)",50-100K
5022097,F,0,1,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,,1,60,0.0,1,0,Unemployed,"[58, 63)",50-100K
5022098,F,0,1,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,,1,60,0.0,1,0,Unemployed,"[58, 63)",50-100K
5022099,F,0,1,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,,1,60,0.0,1,0,Unemployed,"[58, 63)",50-100K
5022100,F,0,1,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,,1,60,0.0,1,0,Unemployed,"[58, 63)",50-100K
5022101,F,0,1,0,76500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,,1,60,0.0,1,0,Unemployed,"[58, 63)",50-100K
5022102,F,0,0,0,94500,Working,Secondary / secondary special,Single / not married,Rented apartment,-17836,-2561,1,0,0,0,Security staff,1,48,7.0,0,0,5-10yr,"[48, 53)",50-100K
5022103,F,0,0,0,94500,Working,Secondary / secondary special,Single / not married,Rented apartment,-17836,-2561,1,0,0,0,Security staff,1,48,7.0,0,0,5-10yr,"[48, 53)",50-100K
5022105,F,0,1,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,High skill tech staff,2,49,15.2,1,2,10-20yr,"[48, 53)",100-150K
5022107,F,0,1,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,High skill tech staff,2,49,15.2,1,2,10-20yr,"[48, 53)",100-150K
5022108,F,0,1,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,High skill tech staff,2,49,15.2,1,2,10-20yr,"[48, 53)",100-150K
5022109,F,0,1,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,High skill tech staff,2,49,15.2,1,2,10-20yr,"[48, 53)",100-150K
5022111,F,0,1,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,High skill tech staff,2,49,15.2,1,2,10-20yr,"[48, 53)",100-150K
5022112,F,0,1,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,High skill tech staff,2,49,15.2,1,2,10-20yr,"[48, 53)",100-150K
6416337,F,0,1,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,High skill tech staff,2,49,15.2,1,2,10-20yr,"[48, 53)",100-150K
5022113,M,1,1,1,135000,Working,Higher education,Married,House / apartment,-9621,-126,1,0,0,0,Core staff,3,26,0.3,2,0,<2yr,"[23, 28)",100-150K
5022114,M,1,1,1,135000,Working,Higher education,Married,House / apartment,-9621,-126,1,0,0,0,Core staff,3,26,0.3,2,0,<2yr,"[23, 28)",100-150K
5022115,M,1,1,1,135000,Working,Higher education,Married,House / apartment,-9621,-126,1,0,0,0,Core staff,3,26,0.3,2,0,<2yr,"[23, 28)",100-150K
5022116,M,0,1,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2,53,3.1,1,0,2-5yr,"[53, 58)",300-400K
5022117,M,0,1,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2,53,3.1,1,0,2-5yr,"[53, 58)",300-400K
5022118,M,0,1,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2,53,3.1,1,0,2-5yr,"[53, 58)",300-400K
5022119,M,0,1,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2,53,3.1,1,0,2-5yr,"[53, 58)",300-400K
5022120,M,0,1,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2,53,3.1,1,0,2-5yr,"[53, 58)",300-400K
5022122,M,0,1,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2,53,3.1,1,0,2-5yr,"[53, 58)",300-400K
5022123,M,0,1,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2,53,3.1,1,0,2-5yr,"[53, 58)",300-400K
5022124,M,0,1,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2,53,3.1,1,0,2-5yr,"[53, 58)",300-400K
5090465,M,0,1,0,315000,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2,53,3.1,1,0,2-5yr,"[53, 58)",300-400K
5022125,F,0,1,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,-10091,-1525,1,0,0,1,,2,27,4.2,1,1,2-5yr,"[23, 28)",100-150K
5022126,F,0,1,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,-10091,-1525,1,0,0,1,,2,27,4.2,1,1,2-5yr,"[23, 28)",100-150K
5022127,F,0,1,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,-10091,-1525,1,0,0,1,,2,27,4.2,1,1,2-5yr,"[23, 28)",100-150K
5113120,F,0,1,0,135000,Commercial associate,Higher education,Civil marriage,House / apartment,-10091,-1525,1,0,0,1,,2,27,4.2,1,1,2-5yr,"[23, 28)",100-150K
5022128,F,0,1,0,135000,Pensioner,Higher education,Single / not married,House / apartment,-21881,365243,1,0,0,0,,1,59,0.0,1,0,Unemployed,"[58, 63)",100-150K
5022130,M,1,0,2,207000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,1,0,0,0,Sales staff,4,36,2.1,1,0,2-5yr,"[33, 38)",200-250K
5022131,M,1,0,2,207000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,1,0,0,0,Sales staff,4,36,2.1,1,0,2-5yr,"[33, 38)",200-250K
5022132,M,1,0,2,207000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,1,0,0,0,Sales staff,4,36,2.1,1,0,2-5yr,"[33, 38)",200-250K
5022133,M,1,0,2,207000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,1,0,0,0,Sales staff,4,36,2.1,1,0,2-5yr,"[33, 38)",200-250K
5022134,M,1,0,2,207000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,1,0,0,0,Sales staff,4,36,2.1,1,0,2-5yr,"[33, 38)",200-250K
6416389,M,1,0,2,207000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13297,-762,1,0,0,0,Sales staff,4,36,2.1,1,0,2-5yr,"[33, 38)",200-250K
5022135,F,0,1,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20681,365243,1,0,0,0,,2,56,0.0,1,0,Unemployed,"[53, 58)",100-150K
5022136,F,0,1,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20681,365243,1,0,0,0,,2,56,0.0,1,0,Unemployed,"[53, 58)",100-150K
5022137,F,0,1,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20681,365243,1,0,0,0,,2,56,0.0,1,0,Unemployed,"[53, 58)",100-150K
5022138,F,0,1,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-20681,365243,1,0,0,0,,2,56,0.0,1,0,Unemployed,"[53, 58)",100-150K
5022140,F,0,1,0,207000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19569,-2013,1,0,0,0,Sales staff,1,53,5.5,1,0,5-10yr,"[53, 58)",200-250K
5022141,F,0,1,0,207000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19569,-2013,1,0,0,0,Sales staff,1,53,5.5,1,0,5-10yr,"[53, 58)",200-250K
5022142,F,0,1,0,207000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19569,-2013,1,0,0,0,Sales staff,1,53,5.5,1,0,5-10yr,"[53, 58)",200-250K
5022143,F,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13177,-1678,1,0,0,0,Sales staff,2,36,4.6,1,0,2-5yr,"[33, 38)",150-200K
5022144,F,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13177,-1678,1,0,0,0,Sales staff,2,36,4.6,1,0,2-5yr,"[33, 38)",150-200K
5022145,F,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13177,-1678,1,0,0,0,Sales staff,2,36,4.6,1,0,2-5yr,"[33, 38)",150-200K
5022146,F,0,1,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13177,-1678,1,0,0,0,Sales staff,2,36,4.6,1,0,2-5yr,"[33, 38)",150-200K
5022147,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022148,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022149,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022150,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022152,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022153,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022154,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022155,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022156,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022157,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022158,F,1,1,2,180000,Commercial associate,Higher education,Married,House / apartment,-11719,-2866,1,0,1,1,,4,32,7.8,2,1,5-10yr,"[28, 33)",150-200K
5022161,F,0,1,0,288000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21788,365243,1,0,1,0,,1,59,0.0,1,0,Unemployed,"[58, 63)",250-300K
5113146,F,0,1,0,288000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21788,365243,1,0,1,0,,1,59,0.0,1,0,Unemployed,"[58, 63)",250-300K
5022163,F,0,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,-12044,-2805,1,0,0,0,Sales staff,3,32,7.7,0,0,5-10yr,"[28, 33)",100-150K
5022164,F,0,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,-12044,-2805,1,0,0,0,Sales staff,3,32,7.7,0,0,5-10yr,"[28, 33)",100-150K
5113147,F,0,0,1,112500,Working,Secondary / secondary special,Married,House / apartment,-12044,-2805,1,0,0,0,Sales staff,3,32,7.7,0,0,5-10yr,"[28, 33)",100-150K
5022168,M,0,0,0,45000,Working,Lower secondary,Married,House / apartment,-13207,-766,1,0,1,0,Low-skill Laborers,2,36,2.1,0,0,2-5yr,"[33, 38)",0-50K
5022172,F,0,0,0,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-19911,-126,1,0,0,0,Cooking staff,1,54,0.3,0,0,<2yr,"[53, 58)",100-150K
5022174,F,0,0,0,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-19911,-126,1,0,0,0,Cooking staff,1,54,0.3,0,0,<2yr,"[53, 58)",100-150K
5022175,F,0,0,0,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-19911,-126,1,0,0,0,Cooking staff,1,54,0.3,0,0,<2yr,"[53, 58)",100-150K
5022176,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022177,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022178,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022179,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022180,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022181,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022182,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022183,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022184,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022185,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022186,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022187,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022188,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022189,F,0,0,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2,41,21.8,0,0,20+yr,"[38, 43)",100-150K
5022190,F,1,1,1,94500,Working,Secondary / secondary special,Married,House / apartment,-19780,-6849,1,0,0,0,Managers,3,54,18.8,2,0,10-20yr,"[53, 58)",50-100K
5022192,F,1,1,1,94500,Working,Secondary / secondary special,Married,House / apartment,-19780,-6849,1,0,0,0,Managers,3,54,18.8,2,0,10-20yr,"[53, 58)",50-100K
